player_id,player_name
265564,Wayne Parnell
268739,Ajantha Mendis
269170,KP Appanna
270484,James Faulkner
272262,Kane Richardson
272450,Mitchell Marsh
272477,Jason Behrendorff
272949,DP Vijaykumar
273439,Sachithra Senanayake
274785,Nitin Saini
274926,Adrian Barath
276298,Andre Russell
277237,Iqbal Abdulla
277472,Darren Bravo
277662,Corey Anderson
277906,Kane Williamson
277912,Trent Boult
277916,Ajinkya Rahane
277955,Dhawal Kulkarni
278482,Dinesh Salunkhe
279460,RA Shaikh
279545,Pradeep Sangwan
279552,Shrikant Wagh
279554,Ishank Jaggi
279562,P Parameswaran
279810,Wriddhiman Saha
279862,SS Mundhe
288992,Chris Jordan
290629,P Amarnath
290630,Manish Pandey
290632,Sreenath Arvind
290713,RR Raje
290716,Kedar Jadhav
290727,Rishi Dhawan
297433,Jonny Bairstow
297583,Kyle Abbott
297628,Sam Billings
298438,Jason Roy
302208,CM Gautam
302579,Shreevats Goswami
307448,VS Yeligati
308251,David Willey
308798,D'Arcy Short
308967,Jos Buttler
310958,Abhimanyu Mithun
311158,Ben Stokes
311592,Mitchell Starc
314622,Krishmar Santokie
315623,Ben Laughlin
317292,Sarabjit Ladda
317293,Manpreet Gony
317709,Shoaib Ahmed
317784,Sudeep Tyagi
317786,Yogesh Nagar
318845,Rilee Rossouw
319439,Mitchell McClenaghan
319745,Arun Karthik
321777,David Miller
322535,Karanveer Singh
323131,Parvinder Awana
324444,Amit Paunikar
325012,Marcus Stoinis
325026,Glenn Maxwell
326016,Bhuvneshwar Kumar
326017,Siddarth Kaul
326020,Gajendra Singh
326637,Chris Lynn
327127,PM Sarvesh Kumar
328163,Debabrata Das
330902,Mustafizur Rahman
333780,Nic Maddinson
333904,Aditya Tare
337913,Ankeet Chavan
337916,Siddharth Chitnis
340841,Eklavya Dwivedi
344580,Shreyas Gopal
351588,Mark Wood
353669,Ryan Ninan
355269,Jimmy Neesham
360911,Varun Aaron
362541,Doug Bracewell
371150,Ashok Menaria
371814,Kevon Cooper
375126,Hardus Viljoen
376102,Jaskaran Singh
376109,Akshath Reddy
376116,Umesh Yadav
376324,Anureet Singh
378496,Parveez Rasool
379143,Quinton de Kock
379145,Tabraiz Shamsi
379504,Adam Zampa
379927,Beuran Hendricks
388678,Ben Dunk
389605,Ashish Reddy
390480,Manpreet Juneja
390481,Harshal Patel
390484,Jaydev Unadkat
390547,Rahul Shukla
391121,Kamran Khan
391128,Harmeet Singh Bansal
391485,Jason Holder
393279,Marchant de Lange
398438,Mayank Agarwal
398439,Karun Nair
398506,Mandeep Singh
398666,Sean Abbott
403902,Liam Livingstone
422108,KL Rahul
422342,Siddhesh Lad
422847,Harmeet Singh
422992,Ankit Sharma
423838,Rahul Tewatia
424219,Ronit More
424377,Krishnappa Gowtham
425943,Sanju Samson
430125,Biplap Samantray
430246,Yuzvendra Chahal
431213,Pawan Suyal
431901,Evin Lewis
432783,Sachin Baby
433410,Bhargav Bhatt
436757,Heinrich Klaasen
438362,Sandeep Sharma
439952,Chris Morris
446499,Unmukt Chand
446507,Suryakumar Yadav
446548,Scott Boland
446763,Rahul Tripathi
447261,Deepak Chahar
447439,Ishwar Pandey
447587,Jayant Yadav
450860,Adam Milne
452044,Hanuma Vihari
457249,Carlos Brathwaite
459257,Tymal Mills
459508,Andrew Tye
471342,Krunal Pandya
475281,Shardul Thakur
481896,Mohammad Shami
489889,Pat Cummins
493773,Lockie Ferguson
497121,Deepak Hooda
499660,Gurinder Sandhu
500360,Akshdeep Nath
502714,Mitchell Santner
506612,Matt Henry
527299,Aniket Choudhary
527663,Jagadeesha Suchith
528067,Murugan Ashwin
528967,Veer Pratap Singh
528985,Domnic Joseph
530011,Travis Head
530773,Pawan Negi
532856,Manan Vohra
533042,Billy Stanlake
537119,Mohit Sharma
537124,Gurkeerat Mann Singh
537126,Barinder Sran
539548,Scott Kuggeleijn
542023,Lungi Ngidi
545467,Junior Dala
550215,Kagiso Rabada
550235,Tom Curran
554691,Axar Patel
554699,Vijay Zol
554700,Nikhil Naik
559066,Ish Sodhi
559235,Kuldeep Yadav
574178,Akila Dananjaya
587152,Pravin Tambe
591650,Ankit Rajpoot
592735,Sandeep Warrier
604302,Nicholas Pooran
604527,Nitish Rana
604550,Amit Mishra
625371,Hardik Pandya
625383,Jasprit Bumrah
642519,Shreyas Iyer
642525,Sarfaraz Khan
662973,Sam Curran
669855,Jofra Archer
670025,Shimron Hetmyer
670031,Alzarri Joseph
677081,Keemo Paul
694211,Avesh Khan
700167,Navdeep Saini
714451,Shivam Dube
714523,Rahul Sharma
717201,Shivam Sharma
719715,Washington Sundar
720471,Ishan Kishan
723105,Rinku Singh
732291,Basil Thampi
732293,Vishnu Vinod
777537,KC Cariappa
793463,Rashid Khan
802575,T Natarajan
853259,Nathu Singh
853265,Mahipal Lomror
914541,Sherfane Rutherford
914567,Oshane Thomas
917159,Prasidh Krishna
917213,Shivil Kaushik
931581,Rishabh Pant
940973,Mohammed Siraj
942645,Khaleel Ahmed
960361,Sandeep Lamichhane
974109,Mujeeb Ur Rahman
1057391,Arshdeep Singh
1064812,Rahul Chahar
1070168,Prithvi Shaw
1070173,Shubman Gill
1070183,Abhishek Sharma
1076655,Mohammad Nabi
1079434,Riyan Parag
1079839,Anukul Roy
1079848,Shivam Mavi
1081245,Asad Pathan
1081442,Mayank Markande
1082859,Tejas Baroka
1083030,KM Asif
1083033,Kulwant Khejroliya
1083128,Ankit Soni
1108375,Varun Chakravarthy
1121579,Prithvi Raj
1135336,Shubham Agarwal
1159712,Prayas Ray Barman
1161024,Simran Singh
1161489,Rasikh Salam
1168641,Harpreet Brar
1184115,Vijay Shankar
